price,brand,year,title_status,mileage,state
11390,nissan,2015,clean vehicle,37953,new york
14500,nissan,2017,clean vehicle,8677,tennessee
12000,nissan,2020,clean vehicle,11583,ohio
15000,nissan,2020,clean vehicle,14320,ohio
7500,nissan,2016,clean vehicle,19723,georgia
28000,nissan,2018,clean vehicle,29554,pennsylvania
17500,nissan,2018,clean vehicle,39309,pennsylvania
18000,nissan,2018,clean vehicle,34951,pennsylvania
13200,nissan,2018,clean vehicle,35870,pennsylvania
17000,nissan,2018,clean vehicle,44423,texas
6700,nissan,2012,clean vehicle,92982,georgia
23300,nissan,2018,clean vehicle,36844,texas
26800,nissan,2018,clean vehicle,33605,new mexico
18200,nissan,2018,clean vehicle,28009,tennessee
18700,nissan,2018,clean vehicle,41366,virginia
12900,nissan,2016,clean vehicle,98354,new jersey
16000,nissan,2018,clean vehicle,39598,virginia
19400,nissan,2020,clean vehicle,21009,minnesota
10900,nissan,2018,clean vehicle,28880,tennessee
15800,nissan,2018,clean vehicle,28626,virginia
19800,nissan,2020,clean vehicle,14850,minnesota
19000,nissan,2018,clean vehicle,41096,virginia
18000,nissan,2020,clean vehicle,12748,minnesota
19800,nissan,2020,clean vehicle,14531,minnesota
19700,nissan,2020,clean vehicle,15931,minnesota
20100,nissan,2020,clean vehicle,10875,minnesota
19700,nissan,2019,clean vehicle,31172,minnesota
23400,nissan,2019,clean vehicle,16248,minnesota
23300,nissan,2019,clean vehicle,18137,minnesota
17500,nissan,2019,clean vehicle,25664,minnesota
17100,nissan,2019,clean vehicle,31026,minnesota
15800,nissan,2019,clean vehicle,41287,minnesota
13600,nissan,2019,clean vehicle,43612,minnesota
14400,nissan,2019,clean vehicle,29545,minnesota
19800,nissan,2019,clean vehicle,24303,minnesota
17200,nissan,2019,clean vehicle,29661,minnesota
20300,nissan,2019,clean vehicle,18857,minnesota
20500,nissan,2019,clean vehicle,14470,minnesota
16500,nissan,2019,clean vehicle,42364,minnesota
16000,nissan,2019,clean vehicle,37108,minnesota
14600,nissan,2019,clean vehicle,26432,minnesota
16300,nissan,2019,clean vehicle,24174,minnesota
15400,nissan,2019,clean vehicle,30756,minnesota
15800,nissan,2019,clean vehicle,32473,minnesota
15800,nissan,2019,clean vehicle,22947,minnesota
21400,nissan,2018,clean vehicle,17127,georgia
15300,nissan,2019,clean vehicle,20793,minnesota
20100,nissan,2019,clean vehicle,32519,minnesota
11300,nissan,2019,clean vehicle,26930,minnesota
10700,nissan,2019,clean vehicle,40839,minnesota
16000,nissan,2018,clean vehicle,44732,south carolina
16600,nissan,2019,clean vehicle,19292,minnesota
15800,nissan,2019,clean vehicle,24155,minnesota
11600,nissan,2019,clean vehicle,33369,minnesota
15000,nissan,2017,clean vehicle,28918,virginia
17600,nissan,2019,clean vehicle,21623,minnesota
36300,nissan,2017,clean vehicle,16224,virginia
15600,nissan,2019,clean vehicle,26406,minnesota
14000,nissan,2017,clean vehicle,27790,virginia
16600,nissan,2019,clean vehicle,19182,minnesota
12600,nissan,2017,clean vehicle,11837,tennessee
20900,nissan,2019,clean vehicle,21774,minnesota
12700,nissan,2017,clean vehicle,17738,tennessee
15600,nissan,2019,clean vehicle,27206,minnesota
18900,nissan,2019,clean vehicle,20508,minnesota
15700,nissan,2019,clean vehicle,24987,minnesota
21900,nissan,2019,clean vehicle,21273,minnesota
21700,nissan,2019,clean vehicle,23863,minnesota
14600,nissan,2016,clean vehicle,31566,virginia
12000,nissan,2019,clean vehicle,25261,minnesota
21000,nissan,2019,clean vehicle,20628,minnesota
12500,nissan,2017,clean vehicle,48765,pennsylvania
15900,nissan,2019,clean vehicle,30645,minnesota
11800,nissan,2017,clean vehicle,60158,pennsylvania
9900,nissan,2019,clean vehicle,39985,minnesota
10600,nissan,2018,clean vehicle,39208,minnesota
10100,nissan,2018,clean vehicle,45080,minnesota
13300,nissan,2018,clean vehicle,39247,minnesota
10100,nissan,2018,clean vehicle,46382,minnesota
10300,nissan,2018,clean vehicle,39893,minnesota
10300,nissan,2018,clean vehicle,41203,minnesota
10300,nissan,2018,clean vehicle,40648,minnesota
24000,nissan,2018,clean vehicle,31551,minnesota
10400,nissan,2018,clean vehicle,38761,minnesota
10200,nissan,2018,clean vehicle,42838,minnesota
9500,nissan,2018,clean vehicle,41557,minnesota
10500,nissan,2018,clean vehicle,41136,minnesota
10500,nissan,2018,clean vehicle,41141,minnesota
3500,nissan,2016,clean vehicle,115716,pennsylvania
9300,nissan,2018,clean vehicle,52260,minnesota
14100,nissan,2016,clean vehicle,22041,pennsylvania
2425,nissan,2012,salvage insurance,161836,tennessee
925,nissan,2012,salvage insurance,83720,tennessee
11000,nissan,2016,clean vehicle,37605,pennsylvania
11000,nissan,2016,clean vehicle,63738,pennsylvania
2100,nissan,2013,salvage insurance,155704,tennessee
800,nissan,2012,salvage insurance,234792,florida
20400,nissan,2018,clean vehicle,24143,south carolina
375,nissan,2017,salvage insurance,1,north carolina
3000,nissan,2015,clean vehicle,132655,pennsylvania
15100,nissan,2017,clean vehicle,28079,south carolina
4000,nissan,2015,salvage insurance,74906,north carolina
19500,nissan,2017,clean vehicle,53155,south carolina
22600,nissan,2017,clean vehicle,94258,south carolina
6500,nissan,2014,clean vehicle,65620,pennsylvania
11800,nissan,2012,clean vehicle,92878,pennsylvania
20500,nissan,2017,clean vehicle,25918,missouri
14200,nissan,2018,clean vehicle,37830,ohio
22000,nissan,2018,clean vehicle,13875,ohio
16200,nissan,2018,clean vehicle,6024,ohio
4800,nissan,2016,salvage insurance,76789,texas
16000,nissan,2018,clean vehicle,30409,ohio
14300,nissan,2018,clean vehicle,44864,ohio
16800,nissan,2019,clean vehicle,42397,florida
11900,nissan,2018,clean vehicle,16778,ohio
3000,nissan,2015,salvage insurance,99767,south carolina
15000,nissan,2019,clean vehicle,34692,florida
15200,nissan,2019,clean vehicle,30721,florida
18000,nissan,2017,clean vehicle,53376,ohio
22700,nissan,2016,clean vehicle,21282,ohio
3800,nissan,2015,clean vehicle,81699,texas
5475,nissan,2018,salvage insurance,33048,connecticut
11400,nissan,2018,clean vehicle,10372,illinois
28100,nissan,2018,clean vehicle,8889,illinois
3500,nissan,2017,clean vehicle,127780,illinois
15200,nissan,2016,clean vehicle,59640,illinois
1950,nissan,2015,salvage insurance,83975,california
13400,nissan,2016,clean vehicle,46178,illinois
12500,nissan,2018,clean vehicle,34460,florida
16500,nissan,2018,clean vehicle,30594,florida
16500,nissan,2018,clean vehicle,39817,florida
16500,nissan,2018,clean vehicle,40419,florida
13900,nissan,2018,clean vehicle,35493,florida
13900,nissan,2018,clean vehicle,37073,florida
1500,nissan,2013,salvage insurance,98384,maryland
16500,nissan,2018,clean vehicle,34640,florida
13900,nissan,2018,clean vehicle,38760,florida
16500,nissan,2018,clean vehicle,34841,florida
13900,nissan,2018,clean vehicle,35065,florida
12400,nissan,2018,clean vehicle,37741,florida
13000,nissan,2018,clean vehicle,27488,florida
16500,nissan,2018,clean vehicle,37452,florida
13900,nissan,2018,clean vehicle,39797,florida
16500,nissan,2018,clean vehicle,36714,florida
13900,nissan,2018,clean vehicle,36207,florida
13900,nissan,2018,clean vehicle,38563,florida
13900,nissan,2018,clean vehicle,39885,florida
12100,nissan,2018,clean vehicle,41852,florida
16500,nissan,2018,clean vehicle,39454,florida
16500,nissan,2018,clean vehicle,40203,florida
13900,nissan,2018,clean vehicle,34547,florida
3700,nissan,2015,clean vehicle,75858,illinois
18800,nissan,2019,clean vehicle,31123,north carolina
9200,nissan,2018,clean vehicle,33808,florida
30100,nissan,2019,clean vehicle,30599,north carolina
9200,nissan,2018,clean vehicle,33931,florida
11100,nissan,2019,clean vehicle,40359,north carolina
13900,nissan,2018,clean vehicle,44313,florida
9100,nissan,2018,clean vehicle,33078,florida
22800,nissan,2019,clean vehicle,24320,illinois
13900,nissan,2018,clean vehicle,42502,florida
12600,nissan,2019,clean vehicle,33497,california
9200,nissan,2018,clean vehicle,39577,florida
12100,nissan,2019,clean vehicle,36974,california
9200,nissan,2018,clean vehicle,41220,florida
2300,nissan,2019,clean vehicle,1,california
13900,nissan,2018,clean vehicle,41539,florida
9500,nissan,2019,clean vehicle,19646,california
13900,nissan,2018,clean vehicle,39924,florida
1700,nissan,2019,clean vehicle,33279,california
13900,nissan,2018,clean vehicle,40259,florida
10400,nissan,2019,clean vehicle,25264,california
9200,nissan,2018,clean vehicle,35677,florida
7400,nissan,2019,clean vehicle,35511,california
9200,nissan,2018,clean vehicle,33027,florida
7800,nissan,2019,clean vehicle,23609,california
9200,nissan,2018,clean vehicle,34553,florida
9200,nissan,2018,clean vehicle,31594,florida
9200,nissan,2018,clean vehicle,32557,florida
9200,nissan,2018,clean vehicle,31371,florida
